LOC	 PID 	 TYPE 	 AREA 	 PERIM 	 GYRATE 	 SHAPE 	 FRAC 	 CORE 	 NCORE 	 CAI
hwasun_toyang	24	 cls_1 	0.4	440	34.6139	1.6923	1.1335	0.15	1	37.5
hwasun_toyang	25	 cls_1 	30.63	5460	301.496	2.4595	1.1429	26.77	1	87.398
hwasun_toyang	26	 cls_1 	58.25	11420	404.5735	3.732	1.1988	50.27	2	86.3004
hwasun_toyang	27	 cls_1 	119.02	35000	792.8587	7.9909	1.2976	93.88	11	78.8775
hwasun_toyang	28	 cls_1 	5.66	1980	136.392	2.0625	1.1339	4.27	1	75.4417
hwasun_toyang	29	 cls_1 	1.42	740	52.8001	1.5417	1.092	0.93	1	65.493
hwasun_toyang	30	 cls_1 	2.91	1920	111.1292	2.7429	1.2013	1.53	3	52.5773
hwasun_toyang	32	 cls_1 	249.84	68860	1424.78	10.8612	1.3242	201.33	46	80.5836
hwasun_toyang	33	 cls_1 	382.53	108860	1519.7771	13.8852	1.3474	306.34	22	80.0826
hwasun_toyang	34	 cls_1 	6.43	3500	201.2265	3.4314	1.2237	3.97	1	61.7418
hwasun_toyang	35	 cls_1 	2.63	1600	124.917	2.4242	1.1774	1.48	1	56.2738
hwasun_toyang	36	 cls_1 	67.12	18120	566.5855	5.5244	1.2549	54.5	9	81.1979
hwasun_toyang	38	 cls_1 	8.07	2620	160.146	2.2982	1.1479	6.39	1	79.1822
hwasun_toyang	39	 cls_1 	516.33	164660	1729.2529	18.0945	1.3748	400.13	42	77.495
