LOC	 PID 	 TYPE 	 AREA 	 PERIM 	 GYRATE 	 SHAPE 	 FRAC 	 CORE 	 NCORE 	 CAI
naju_nongeup	232	 cls_1 	876.6	130400	2105.5782	10.9949	1.3001	786.24	7	89.692
naju_nongeup	233	 cls_1 	52.34	12420	421.056	4.2828	1.2212	43.54	2	83.1869
naju_nongeup	234	 cls_1 	4.78	1820	99.6529	2.0682	1.136	3.57	2	74.6862
naju_nongeup	235	 cls_1 	1.52	680	52.0363	1.36	1.0667	1.06	1	69.7368
naju_nongeup	236	 cls_1 	14.22	2700	188.1229	1.7763	1.0981	12.43	1	87.4121
naju_nongeup	238	 cls_1 	1.51	1020	73.5987	2.04	1.1517	0.84	1	55.6291
naju_nongeup	239	 cls_1 	0.94	660	53.0122	1.65	1.1162	0.51	1	54.2553
naju_nongeup	240	 cls_1 	1.2	840	52.5147	1.9091	1.1386	0.63	1	52.5
naju_nongeup	241	 cls_1 	1.82	1220	81.0256	2.2593	1.1663	0.93	1	51.0989
naju_nongeup	242	 cls_1 	1.62	1220	110.3526	2.3462	1.1803	0.89	2	54.9383
naju_nongeup	243	 cls_1 	0.72	480	35.6598	1.4118	1.078	0.39	1	54.1667
naju_nongeup	244	 cls_1 	95.27	10760	668.9823	2.7449	1.1473	87.8	1	92.1591
naju_nongeup	245	 cls_1 	83.97	7100	385.7089	1.9293	1.0969	79.02	1	94.105
naju_nongeup	247	 cls_1 	137.06	35820	819.5065	7.6213	1.288	112.42	6	82.0225
naju_nongeup	248	 cls_1 	0.01	40	5	1	1	0	0	0
naju_nongeup	249	 cls_1 	0.02	80	7.0711	1.3333	1.1308	0	0	0
naju_nongeup	250	 cls_1 	0.41	420	32.8162	1.6154	1.1189	0.15	2	36.5854
naju_nongeup	251	 cls_1 	18.33	5900	408.4239	3.4302	1.2041	14.09	2	76.8685
naju_nongeup	253	 cls_1 	1.69	760	57.8976	1.4615	1.078	1.18	1	69.8225
naju_nongeup	254	 cls_1 	0.52	340	30.8359	1.1333	1.0384	0.27	1	51.9231
